SampleID	geneID	count
D6.3N5T42	K00021	0
D6.3N5T42	K00023	1
D6.3N5T42	K00024	2896
D6.3N5T42	K00027	716
D6.3N5T42	K00029	2888
D6.3N5T42	K00030	66
D6.3N5T42	K00031	691
D6.3N5T42	K00032	0
D6.3N5T42	K00033	120
D6.3N5T42	K00034	2
D6.3N5T42	K00036	70
D6.3N5T42	K00038	0
D6.3N5T42	K00039	0
D6.3N5T42	K00040	510
D6.3N5T42	K00041	1349
D6.3N5T42	K00042	9
D6.3N5T42	K00043	0
D6.3N5T42	K00045	208
D6.3N5T42	K00046	1213
D6.3N5T42	K00048	802
D6.3N5T42	K00052	1732
D6.3N5T42	K00053	2025
D6.3N5T42	K00054	11
D6.3N5T42	K00055	8
D6.3N5T42	K00057	1827
D6.3N5T42	K00058	1792
D6.3N5T42	K00059	2083.5
D6.3N5T42	K00060	85
D6.3N5T42	K00064	0
D6.3N5T42	K00065	81
D6.3N5T42	K00066	12
D6.3N5T42	K00067	1900.5
D6.3N5T42	K00068	20
D6.3N5T42	K00073	7
D6.3N5T42	K00074	372
D6.3N5T42	K00075	815
D6.3N5T42	K00076	151
D6.3N5T42	K00077	187
D6.3N5T42	K00082	2
D6.3N5T42	K00086	8
D6.3N5T42	K00087	275
D6.3N5T42	K00088	4209
D6.3N5T42	K00090	3
D6.3N5T42	K00091	24
D6.3N5T42	K00094	0
D6.3N5T42	K00096	212
D6.3N5T42	K00097	1074
D6.3N5T42	K00098	0
D6.3N5T42	K00099	2005
D6.3N5T42	K00100	18
D6.3N5T42	K00101	1
D6.3N5T42	K00102	1
D6.3N5T42	K00104	168
D6.3N5T42	K00108	0
D6.3N5T42	K00111	1737
D6.3N5T42	K00112	220
D6.3N5T42	K00113	1049
D6.3N5T42	K00116	24
D6.3N5T42	K00117	0
D6.3N5T42	K00121	1
D6.3N5T42	K00122	0
D6.3N5T42	K00123	342
D6.3N5T42	K00124	78
D6.3N5T42	K00127	59
D6.3N5T42	K00128	199
D6.3N5T42	K00130	1
D6.3N5T42	K00131	0
D6.3N5T42	K00132	11
D6.3N5T42	K00133	2562
D6.3N5T42	K00134	3313
D6.3N5T42	K00135	56
D6.3N5T42	K00137	0
D6.3N5T42	K00138	0
D6.3N5T42	K00140	140
D6.3N5T42	K00145	1619
D6.3N5T42	K00146	0
D6.3N5T42	K00147	1312
D6.3N5T42	K00148	1
D6.3N5T42	K00150	7
D6.3N5T42	K00151	0
D6.3N5T42	K00153	0
D6.3N5T42	K00154	20
D6.3N5T42	K00156	0
D6.3N6T42	K00001	458
D6.3N6T42	K00002	10
D6.3N6T42	K00003	493
D6.3N6T42	K00004	0
D6.3N6T42	K00005	66
D6.3N6T42	K00007	7
D6.3N6T42	K00008	352
D6.3N6T42	K00009	13
D6.3N6T42	K00010	23
D6.3N6T42	K00012	3679
D6.3N6T42	K00013	1883
D6.3N6T42	K00014	869
D6.3N6T42	K00015	7
D6.3N6T42	K00016	569
D6.3N6T42	K00018	1487
D6.3N6T42	K00019	7
D6.3N6T42	K00020	148
D6.3N6T42	K00021	0
D6.3N6T42	K00023	0
D6.3N6T42	K00024	3050
D6.3N6T42	K00027	170
D6.3N6T42	K00029	3411
D6.3N6T42	K00030	82
D6.3N6T42	K00031	733
D6.3N6T42	K00032	0
D6.3N6T42	K00033	954
D6.3N6T42	K00034	0
D6.3N6T42	K00036	1041
D6.3N6T42	K00038	0
D6.3N6T42	K00039	7
D6.3N6T42	K00040	177
D6.3N6T42	K00041	1095
D6.3N6T42	K00042	9
D6.3N6T42	K00043	0
D6.3N6T42	K00045	207
D6.3N6T42	K00046	1678
D6.3N6T42	K00048	1102
D6.3N6T42	K00052	2047
D6.3N6T42	K00053	2436
D6.3N6T42	K00054	18
D6.3N6T42	K00055	5
D6.3N6T42	K00057	1883
D6.3N6T42	K00058	1324
D6.3N6T42	K00059	2620
D6.3N6T42	K00060	53
D6.3N6T42	K00064	0
D6.3N6T42	K00065	36
D6.3N6T42	K00066	7
D6.3N6T42	K00067	2320.5
D6.3N6T42	K00068	4
D6.3N6T42	K00073	1
D6.3N6T42	K00074	148
D6.3N6T42	K00075	1486
D6.3N6T42	K00076	13
D6.3N6T42	K00077	1267
D6.3N6T42	K00082	0
D6.3N6T42	K00086	7
D6.3N6T42	K00087	71
D6.3N6T42	K00088	3900
D6.3N6T42	K00090	8
D6.3N6T42	K00091	0
D6.3N6T42	K00094	0
D6.3N6T42	K00096	374
D6.3N6T42	K00097	1477
D6.3N6T42	K00098	0
D6.3N6T42	K00099	2520
D6.3N6T42	K00100	18
D6.3N6T42	K00101	8
D6.3N6T42	K00102	16
D6.3N6T42	K00104	258
D6.3N6T42	K00108	10
D6.3N6T42	K00111	1606
D6.3N6T42	K00112	289
D6.3N6T42	K00113	703
D6.3N6T42	K00116	33
D6.3N6T42	K00117	28
D6.3N6T42	K00121	10
D6.3N6T42	K00122	0
D6.3N6T42	K00123	1237
D6.3N6T42	K00124	330
D6.3N6T42	K00127	298
D6.3N6T42	K00128	123
D6.3N6T42	K00130	29
D6.3N6T42	K00131	0
D6.3N6T42	K00132	7
D6.3N6T42	K00133	2390
D6.3N6T42	K00134	2647
D6.3N6T42	K00135	43
D6.3N6T42	K00137	5
D6.3N6T42	K00138	7
D6.3N6T42	K00140	18
D6.3N6T42	K00145	1980
D6.3N6T42	K00146	7
D6.3N6T42	K00147	2564
D6.3N6T42	K00148	8
D6.3N6T42	K00150	0
D6.3N6T42	K00151	5
D6.3N6T42	K00153	0
D6.3N6T42	K00154	131
D6.3N6T42	K00156	11
D6.3N7T42	K00001	179
D6.3N7T42	K00002	10
D6.3N7T42	K00003	876
D6.3N7T42	K00004	1
D6.3N7T42	K00005	5
D6.3N7T42	K00007	0
D6.3N7T42	K00008	130
D6.3N7T42	K00009	15
D6.3N7T42	K00010	110
D6.3N7T42	K00012	4659
D6.3N7T42	K00013	917
D6.3N7T42	K00014	895
D6.3N7T42	K00015	15
D6.3N7T42	K00016	206
D6.3N7T42	K00018	411
D6.3N7T42	K00019	0
D6.3N7T42	K00020	26
D6.3N7T42	K00021	0
D6.3N7T42	K00023	0
D6.3N7T42	K00024	3653
D6.3N7T42	K00027	163
D6.3N7T42	K00029	3845
D6.3N7T42	K00030	29
D6.3N7T42	K00031	376
D6.3N7T42	K00032	0
D6.3N7T42	K00033	64
D6.3N7T42	K00034	0
D6.3N7T42	K00036	52
D6.3N7T42	K00038	0
D6.3N7T42	K00039	0
D6.3N7T42	K00040	76
D6.3N7T42	K00041	1232
D6.3N7T42	K00042	6
D6.3N7T42	K00043	1
D6.3N7T42	K00045	218
D6.3N7T42	K00046	1079
D6.3N7T42	K00048	715
D6.3N7T42	K00052	1308
D6.3N7T42	K00053	1891
D6.3N7T42	K00054	17
D6.3N7T42	K00055	0
D6.3N7T42	K00057	1771
D6.3N7T42	K00058	1671
D6.3N7T42	K00059	1969
D6.3N7T42	K00060	20
D6.3N7T42	K00064	0
D6.3N7T42	K00065	22
D6.3N7T42	K00066	232
D6.3N7T42	K00067	1768
D6.3N7T42	K00068	5
D6.3N7T42	K00073	0
D6.3N7T42	K00074	88
D6.3N7T42	K00075	694
D6.3N7T42	K00076	282
D6.3N7T42	K00077	213
D6.3N7T42	K00082	14
D6.3N7T42	K00086	1
D6.3N7T42	K00087	42
D6.3N7T42	K00088	4107
D6.3N7T42	K00090	2
D6.3N7T42	K00091	6
D6.3N7T42	K00094	0
D6.3N7T42	K00096	158
D6.3N7T42	K00097	1266
D6.3N7T42	K00098	0
D6.3N7T42	K00099	1900
D6.3N7T42	K00100	62
D6.3N7T42	K00101	0
D6.3N7T42	K00102	1
D6.3N7T42	K00104	81
D6.3N7T42	K00108	0
D6.3N7T42	K00111	1438
D6.3N7T42	K00112	188
D6.3N7T42	K00113	1014
D6.3N7T42	K00116	4
D6.3N7T42	K00117	0
D6.3N7T42	K00121	0
D6.3N7T42	K00122	0
D6.3N7T42	K00123	251
D6.3N7T42	K00124	63
D6.3N7T42	K00127	41
D6.3N7T42	K00128	61
D6.3N7T42	K00130	0
D6.3N7T42	K00131	2
D6.3N7T42	K00132	1
D6.3N7T42	K00133	2556
D6.3N7T42	K00134	2898
D6.3N7T42	K00135	7
D6.3N7T42	K00137	0
D6.3N7T42	K00138	1
D6.3N7T42	K00140	30
D6.3N7T42	K00145	1635
D6.3N7T42	K00146	0
D6.3N7T42	K00147	1055
D6.3N7T42	K00148	0
D6.3N7T42	K00150	0
D6.3N7T42	K00151	0
D6.3N7T42	K00153	0
D6.3N7T42	K00154	11
D6.3N7T42	K00156	2
D6.6N2T82	K00001	387
D6.6N2T82	K00002	3
D6.6N2T82	K00003	458
D6.6N2T82	K00004	3
D6.6N2T82	K00005	75
D6.6N2T82	K00007	1
D6.6N2T82	K00008	165
D6.6N2T82	K00009	19
D6.6N2T82	K00010	54
D6.6N2T82	K00012	3996
D6.6N2T82	K00013	1925
D6.6N2T82	K00014	952
D6.6N2T82	K00015	11
D6.6N2T82	K00016	453
D6.6N2T82	K00018	1491
D6.6N2T82	K00019	27
D6.6N2T82	K00020	99
D6.6N2T82	K00021	0
D6.6N2T82	K00023	0
D6.6N2T82	K00024	3367
D6.6N2T82	K00027	164
D6.6N2T82	K00029	4090
D6.6N2T82	K00030	23
D6.6N2T82	K00031	522
D6.6N2T82	K00032	0
D6.6N2T82	K00033	1189
D6.6N2T82	K00034	1
D6.6N2T82	K00036	1335
D6.6N2T82	K00038	0
D6.6N2T82	K00039	2
D6.6N2T82	K00040	72
D6.6N2T82	K00041	1073
D6.6N2T82	K00042	15
D6.6N2T82	K00043	0
D6.6N2T82	K00045	343
D6.6N2T82	K00046	1773
D6.6N2T82	K00048	920
D6.6N2T82	K00052	2113
D6.6N2T82	K00053	2314
D6.6N2T82	K00054	8
D6.6N2T82	K00055	2
D6.6N2T82	K00057	1822
D6.6N2T82	K00058	1481
D6.6N2T82	K00059	3172
D6.6N2T82	K00060	46
D6.6N2T82	K00064	0
D6.6N2T82	K00065	34
D6.6N2T82	K00066	5
D6.6N2T82	K00067	2322.5
D6.6N2T82	K00068	4
D6.6N2T82	K00073	13
D6.6N2T82	K00074	132
D6.6N2T82	K00075	1335
D6.6N2T82	K00076	41
D6.6N2T82	K00077	1162
D6.6N2T82	K00082	0
D6.6N2T82	K00086	6
D6.6N2T82	K00087	61
D6.6N2T82	K00088	4100
D6.6N2T82	K00090	10
D6.6N2T82	K00091	1
D6.6N2T82	K00094	1
D6.6N2T82	K00096	324
D6.6N2T82	K00097	1637
D6.6N2T82	K00098	5
D6.6N2T82	K00099	2533
D6.6N2T82	K00100	15
D6.6N2T82	K00101	7
D6.6N2T82	K00102	5
D6.6N2T82	K00104	171
D6.6N2T82	K00108	10
D6.6N2T82	K00111	1476
D6.6N2T82	K00112	142
D6.6N2T82	K00113	777
D6.6N2T82	K00116	54
D6.6N2T82	K00117	6
D6.6N2T82	K00121	2
D6.6N2T82	K00122	0
D6.6N2T82	K00123	1315
D6.6N2T82	K00124	312
D6.6N2T82	K00127	199
D6.6N2T82	K00128	92
D6.6N2T82	K00130	7
D6.6N2T82	K00131	0
D6.6N2T82	K00132	14
D6.6N2T82	K00133	2537
D6.6N2T82	K00134	2888
D6.6N2T82	K00135	99
D6.6N2T82	K00137	3
D6.6N2T82	K00138	2
D6.6N2T82	K00140	24
D6.6N2T82	K00145	2112
D6.6N2T82	K00146	3
D6.6N2T82	K00147	2345
D6.6N2T82	K00148	0
D6.6N2T82	K00150	0
D6.6N2T82	K00151	3
D6.6N2T82	K00153	0
D6.6N2T82	K00154	23
D6.6N2T82	K00156	6
D6.6N3T82	K00001	201
D6.6N3T82	K00002	31
D6.6N3T82	K00003	816
D6.6N3T82	K00004	2
D6.6N3T82	K00005	20
D6.6N3T82	K00007	0
D6.6N3T82	K00008	212
D6.6N3T82	K00009	24
D6.6N3T82	K00010	168
D6.6N3T82	K00012	4876
D6.6N3T82	K00013	1395
D6.6N3T82	K00014	1031
D6.6N3T82	K00015	12
D6.6N3T82	K00016	193
D6.6N3T82	K00018	807
D6.6N3T82	K00019	5
D6.6N3T82	K00020	33
D6.6N3T82	K00021	0
D6.6N3T82	K00023	0
D6.6N3T82	K00024	3573
D6.6N3T82	K00027	323
D6.6N3T82	K00029	4083
D6.6N3T82	K00030	16
D6.6N3T82	K00031	350
D6.6N3T82	K00032	0
D6.6N3T82	K00033	213
D6.6N3T82	K00034	2
D6.6N3T82	K00036	221
D6.6N3T82	K00038	0
D6.6N3T82	K00039	0
D6.6N3T82	K00040	175
D6.6N3T82	K00041	1583
D6.6N3T82	K00042	11
D6.6N3T82	K00043	0
D6.6N3T82	K00045	130
D6.6N3T82	K00046	1423
D6.6N3T82	K00048	1117
D6.6N3T82	K00052	1859
D6.6N3T82	K00053	2287
D6.6N3T82	K00054	9
D6.6N3T82	K00055	1
D6.6N3T82	K00057	1801
D6.6N3T82	K00058	1722
D6.6N3T82	K00059	2138
D6.6N3T82	K00060	52
D6.6N3T82	K00064	0
D6.6N3T82	K00065	11
D6.6N3T82	K00066	215
D6.6N3T82	K00067	2274
D6.6N3T82	K00068	6
D6.6N3T82	K00073	1
D6.6N3T82	K00074	226
D6.6N3T82	K00075	792
D6.6N3T82	K00076	204
D6.6N3T82	K00077	376
D6.6N3T82	K00082	3
D6.6N3T82	K00086	2
D6.6N3T82	K00087	72
D6.6N3T82	K00088	4242
D6.6N3T82	K00090	1
D6.6N3T82	K00091	16
D6.6N3T82	K00094	0
D6.6N3T82	K00096	128
D6.6N3T82	K00097	1184
D6.6N3T82	K00098	0
D6.6N3T82	K00099	2231
D6.6N3T82	K00100	16
D6.6N3T82	K00101	1
D6.6N3T82	K00102	1
D6.6N3T82	K00104	42
D6.6N3T82	K00108	0
D6.6N3T82	K00111	1257
D6.6N3T82	K00112	156
D6.6N3T82	K00113	862
D6.6N3T82	K00116	5
D6.6N3T82	K00117	1
D6.6N3T82	K00121	1
D6.6N3T82	K00122	0
D6.6N3T82	K00123	373
D6.6N3T82	K00124	90
D6.6N3T82	K00127	56
D6.6N3T82	K00128	113
D6.6N3T82	K00130	0
D6.6N3T82	K00131	0
D6.6N3T82	K00132	4
D6.6N3T82	K00133	2696
D6.6N3T82	K00134	3204
D6.6N3T82	K00135	12
D6.6N3T82	K00137	0
D6.6N3T82	K00138	0
D6.6N3T82	K00140	63
D6.6N3T82	K00145	1807
D6.6N3T82	K00146	0
D6.6N3T82	K00147	1612
D6.6N3T82	K00148	0
D6.6N3T82	K00150	2
D6.6N3T82	K00151	0
D6.6N3T82	K00153	0
D6.6N3T82	K00154	19
D6.6N3T82	K00156	0
D6.6N4T82	K00001	368
D6.6N4T82	K00002	11
D6.6N4T82	K00003	586
D6.6N4T82	K00004	3
D6.6N4T82	K00005	111
D6.6N4T82	K00007	0
D6.6N4T82	K00008	288
D6.6N4T82	K00009	22
D6.6N4T82	K00010	83
D6.6N4T82	K00012	4040
D6.6N4T82	K00013	1769
D6.6N4T82	K00014	885
D6.6N4T82	K00015	12
D6.6N4T82	K00016	491
D6.6N4T82	K00018	1290
D6.6N4T82	K00019	62
D6.6N4T82	K00020	62
D6.6N4T82	K00021	0
D6.6N4T82	K00023	0
D6.6N4T82	K00024	3100
D6.6N4T82	K00027	230
D6.6N4T82	K00029	3238
D6.6N4T82	K00030	53
D6.6N4T82	K00031	784
D6.6N4T82	K00032	0
D6.6N4T82	K00033	890
D6.6N4T82	K00034	0
D6.6N4T82	K00036	1092
D6.6N4T82	K00038	0
D6.6N4T82	K00039	0
D6.6N4T82	K00040	164
D6.6N4T82	K00041	919
D6.6N4T82	K00042	23
D6.6N4T82	K00043	0
D6.6N4T82	K00045	368
D6.6N4T82	K00046	1644
D6.6N4T82	K00048	819
D6.6N4T82	K00052	2126
D6.6N4T82	K00053	2156
D6.6N4T82	K00054	16
D6.6N4T82	K00055	8
D6.6N4T82	K00057	1782
D6.6N4T82	K00058	1562
D6.6N4T82	K00059	2933
D6.6N4T82	K00060	54
D6.6N4T82	K00064	0
D6.6N4T82	K00065	48
D6.6N4T82	K00066	2
D6.6N4T82	K00067	2186
D6.6N4T82	K00068	12
D6.6N4T82	K00073	23
D6.6N4T82	K00074	192
D6.6N4T82	K00075	1201
D6.6N4T82	K00076	113
D6.6N4T82	K00077	1012
D6.6N4T82	K00082	0
D6.6N4T82	K00086	10
D6.6N4T82	K00087	117
D6.6N4T82	K00088	4046
D6.6N4T82	K00090	7
D6.6N4T82	K00091	0
D6.6N4T82	K00094	2
D6.6N4T82	K00096	280
D6.6N4T82	K00097	1525
D6.6N4T82	K00098	4
D6.6N4T82	K00099	2441
D6.6N4T82	K00100	20
D6.6N4T82	K00101	2
D6.6N4T82	K00102	8
D6.6N4T82	K00104	277
D6.6N4T82	K00108	4
D6.6N4T82	K00111	1518
D6.6N4T82	K00112	150
D6.6N4T82	K00113	839
D6.6N4T82	K00116	121
D6.6N4T82	K00117	14
D6.6N4T82	K00121	5
D6.6N4T82	K00122	0
D6.6N4T82	K00123	1046
D6.6N4T82	K00124	247
D6.6N4T82	K00127	190
D6.6N4T82	K00128	127
D6.6N4T82	K00130	9
D6.6N4T82	K00131	0
D6.6N4T82	K00132	14
D6.6N4T82	K00133	2438
D6.6N4T82	K00134	2911
D6.6N4T82	K00135	190
D6.6N4T82	K00137	5
D6.6N4T82	K00138	3
D6.6N4T82	K00140	94
D6.6N4T82	K00145	1889
D6.6N4T82	K00146	3
D6.6N4T82	K00147	2125
D6.6N4T82	K00148	0
D6.6N4T82	K00150	0
D6.6N4T82	K00151	1
D6.6N4T82	K00153	0
D6.6N4T82	K00154	5
D6.6N4T82	K00156	9
D6.6N5T82	K00001	111
D6.6N5T82	K00002	60
D6.6N5T82	K00003	922
D6.6N5T82	K00004	2
D6.6N5T82	K00005	48
D6.6N5T82	K00007	0
D6.6N5T82	K00008	382
D6.6N5T82	K00009	56
D6.6N5T82	K00010	193
D6.6N5T82	K00012	3864
D6.6N5T82	K00013	1119
D6.6N5T82	K00014	873
D6.6N5T82	K00015	24
D6.6N5T82	K00016	314
D6.6N5T82	K00018	710
D6.6N5T82	K00019	4
D6.6N5T82	K00020	56
D6.6N5T82	K00021	0
D6.6N5T82	K00023	0
D6.6N5T82	K00024	2588
D6.6N5T82	K00027	697
D6.6N5T82	K00029	2798
D6.6N5T82	K00030	38
D6.6N5T82	K00031	794
D6.6N5T82	K00032	0
D6.6N5T82	K00033	123
D6.6N5T82	K00034	0
D6.6N5T82	K00036	76
D6.6N5T82	K00038	0
D6.6N5T82	K00039	0
D6.6N5T82	K00040	408
D6.6N5T82	K00041	1132
D6.6N5T82	K00042	15
D6.6N5T82	K00043	0
D6.6N5T82	K00045	153
D6.6N5T82	K00046	993
D6.6N5T82	K00048	844
D6.6N5T82	K00052	1544
D6.6N5T82	K00053	1820
D6.6N5T82	K00054	13
D6.6N5T82	K00055	5
D6.6N5T82	K00057	1622
D6.6N5T82	K00058	1796
D6.6N5T82	K00059	2046
D6.6N5T82	K00060	65
D6.6N5T82	K00064	0
D6.6N5T82	K00065	45
D6.6N5T82	K00066	134
D6.6N5T82	K00067	1673
D6.6N5T82	K00068	29
D6.6N5T82	K00073	9
D6.6N5T82	K00074	391
D6.6N5T82	K00075	707
D6.6N5T82	K00076	142
D6.6N5T82	K00077	245
D6.6N5T82	K00082	3
D6.6N5T82	K00086	2
D6.6N5T82	K00087	216
D6.6N5T82	K00088	3662
D6.6N5T82	K00090	3
D6.6N5T82	K00091	53
D6.6N5T82	K00094	0
D6.6N5T82	K00096	173
D6.6N5T82	K00097	895
D6.6N5T82	K00098	0
D6.6N5T82	K00099	1848
D6.6N5T82	K00100	21
D6.6N5T82	K00101	0
D6.6N5T82	K00102	0
D6.6N5T82	K00104	185
D6.6N5T82	K00108	0
D6.6N5T82	K00111	1156
D6.6N5T82	K00112	138
D6.6N5T82	K00113	645
D6.6N5T82	K00116	45
D6.6N5T82	K00117	0
D6.6N5T82	K00121	1
D6.6N5T82	K00122	0
D6.6N5T82	K00123	485
D6.6N5T82	K00124	103
D6.6N5T82	K00127	66
D6.6N5T82	K00128	163
D6.6N5T82	K00130	1
D6.6N5T82	K00131	0
D6.6N5T82	K00132	8
D6.6N5T82	K00133	2289
D6.6N5T82	K00134	2840
D6.6N5T82	K00135	10
D6.6N5T82	K00137	0
D6.6N5T82	K00138	2
D6.6N5T82	K00140	137
D6.6N5T82	K00145	1426
D6.6N5T82	K00146	0
D6.6N5T82	K00147	1373
D6.6N5T82	K00148	1
D6.6N5T82	K00150	2
D6.6N5T82	K00151	0
D6.6N5T82	K00153	0
D6.6N5T82	K00154	14
D6.6N5T82	K00156	0
D6.6N6T82	K00001	158
D6.6N6T82	K00002	10
D6.6N6T82	K00003	705
D6.6N6T82	K00004	0
D6.6N6T82	K00005	9
D6.6N6T82	K00007	1
D6.6N6T82	K00008	140
D6.6N6T82	K00009	10
D6.6N6T82	K00010	159
D6.6N6T82	K00012	4650
D6.6N6T82	K00013	1017
D6.6N6T82	K00014	968
D6.6N6T82	K00015	13
D6.6N6T82	K00016	141
D6.6N6T82	K00018	538
D6.6N6T82	K00019	4
D6.6N6T82	K00020	39
D6.6N6T82	K00021	0
D6.6N6T82	K00023	0
D6.6N6T82	K00024	3693
D6.6N6T82	K00027	145
D6.6N6T82	K00029	3979
D6.6N6T82	K00030	16
D6.6N6T82	K00031	219
D6.6N6T82	K00032	0
D6.6N6T82	K00033	91
D6.6N6T82	K00034	1
D6.6N6T82	K00036	89
D6.6N6T82	K00038	0
D6.6N6T82	K00039	0
D6.6N6T82	K00040	62
D6.6N6T82	K00041	1284
D6.6N6T82	K00042	1
D6.6N6T82	K00043	0
D6.6N6T82	K00045	151
D6.6N6T82	K00046	1168
D6.6N6T82	K00048	848
D6.6N6T82	K00052	1379
D6.6N6T82	K00053	1923
D6.6N6T82	K00054	7
D6.6N6T82	K00055	1
D6.6N6T82	K00057	1820
D6.6N6T82	K00058	1587
D6.6N6T82	K00059	1982
D6.6N6T82	K00060	16
D6.6N6T82	K00064	0
D6.6N6T82	K00065	3
D6.6N6T82	K00066	186
D6.6N6T82	K00067	1877.5
D6.6N6T82	K00068	4
D6.6N6T82	K00073	2
D6.6N6T82	K00074	82
D6.6N6T82	K00075	664
D6.6N6T82	K00076	195
D6.6N6T82	K00077	198
D6.6N6T82	K00082	6
D6.6N6T82	K00086	1
D6.6N6T82	K00087	40
D6.6N6T82	K00088	3852
D6.6N6T82	K00090	2
D6.6N6T82	K00091	4
D6.6N6T82	K00094	0
D6.6N6T82	K00096	106
D6.6N6T82	K00097	1285
D6.6N6T82	K00098	0
D6.6N6T82	K00099	1950
D6.6N6T82	K00100	5
D6.6N6T82	K00101	1
D6.6N6T82	K00102	1
D6.6N6T82	K00104	43
D6.6N6T82	K00108	2
D6.6N6T82	K00111	1351
D6.6N6T82	K00112	165
D6.6N6T82	K00113	936
D6.6N6T82	K00116	15
D6.6N6T82	K00117	0
D6.6N6T82	K00121	0
D6.6N6T82	K00122	2
D6.6N6T82	K00123	431
D6.6N6T82	K00124	95
D6.6N6T82	K00127	79
D6.6N6T82	K00128	60
D6.6N6T82	K00130	0
D6.6N6T82	K00131	2
D6.6N6T82	K00132	1
D6.6N6T82	K00133	2524
D6.6N6T82	K00134	3047
D6.6N6T82	K00135	26
D6.6N6T82	K00137	0
D6.6N6T82	K00138	0
D6.6N6T82	K00140	67
D6.6N6T82	K00145	1629
D6.6N6T82	K00146	0
D6.6N6T82	K00147	1419
D6.6N6T82	K00148	0
D6.6N6T82	K00150	1
D6.6N6T82	K00151	0
D6.6N6T82	K00153	0
D6.6N6T82	K00154	14
D6.6N6T82	K00156	0
D6.7N1T70	K00001	271
D6.7N1T70	K00002	3
D6.7N1T70	K00003	469
D6.7N1T70	K00004	1
D6.7N1T70	K00005	31
D6.7N1T70	K00007	1
D6.7N1T70	K00008	101
D6.7N1T70	K00009	13
D6.7N1T70	K00010	53
D6.7N1T70	K00012	4655
D6.7N1T70	K00013	1572
D6.7N1T70	K00014	819
D6.7N1T70	K00015	15
D6.7N1T70	K00016	443
D6.7N1T70	K00018	1149
D6.7N1T70	K00019	34
D6.7N1T70	K00020	92
D6.7N1T70	K00021	0
D6.7N1T70	K00023	1
D6.7N1T70	K00024	3025
D6.7N1T70	K00027	127
D6.7N1T70	K00029	3210
D6.7N1T70	K00030	56
D6.7N1T70	K00031	490
D6.7N1T70	K00032	0
D6.7N1T70	K00033	751
D6.7N1T70	K00034	0
D6.7N1T70	K00036	788
D6.7N1T70	K00038	0
D6.7N1T70	K00039	0
D6.7N1T70	K00040	66
D6.7N1T70	K00041	708
D6.7N1T70	K00042	16
D6.7N1T70	K00043	0
D6.7N1T70	K00045	376
D6.7N1T70	K00046	1436
D6.7N1T70	K00048	702
D6.7N1T70	K00052	1787
D6.7N1T70	K00053	1962
D6.7N1T70	K00054	17
D6.7N1T70	K00055	15
D6.7N1T70	K00057	1452
D6.7N1T70	K00058	1236
D6.7N1T70	K00059	2375
D6.7N1T70	K00060	50
D6.7N1T70	K00064	0
D6.7N1T70	K00065	16
D6.7N1T70	K00066	2
D6.7N1T70	K00067	1955
D6.7N1T70	K00068	5
D6.7N1T70	K00073	6
D6.7N1T70	K00074	65
D6.7N1T70	K00075	961
D6.7N1T70	K00076	32
D6.7N1T70	K00077	696
D6.7N1T70	K00082	0
D6.7N1T70	K00086	8
D6.7N1T70	K00087	22
D6.7N1T70	K00088	3783
D6.7N1T70	K00090	7
D6.7N1T70	K00091	0
D6.7N1T70	K00094	1
D6.7N1T70	K00096	268
D6.7N1T70	K00097	1218
D6.7N1T70	K00098	3
D6.7N1T70	K00099	1919
D6.7N1T70	K00100	4
D6.7N1T70	K00101	4
D6.7N1T70	K00102	0
D6.7N1T70	K00104	151
D6.7N1T70	K00108	7
D6.7N1T70	K00111	1687
D6.7N1T70	K00112	126
D6.7N1T70	K00113	1007
D6.7N1T70	K00116	49
D6.7N1T70	K00117	13
D6.7N1T70	K00121	4
D6.7N1T70	K00122	0
D6.7N1T70	K00123	1176
D6.7N1T70	K00124	223
D6.7N1T70	K00127	203
D6.7N1T70	K00128	56
D6.7N1T70	K00130	7
D6.7N1T70	K00131	0
D6.7N1T70	K00132	3
D6.7N1T70	K00133	2259
D6.7N1T70	K00134	2548
D6.7N1T70	K00135	122
D6.7N1T70	K00137	5
D6.7N1T70	K00138	10
D6.7N1T70	K00140	9
D6.7N1T70	K00145	1650
D6.7N1T70	K00146	4
D6.7N1T70	K00147	1666
D6.7N1T70	K00148	0
D6.7N1T70	K00150	0
D6.7N1T70	K00151	4
D6.7N1T70	K00153	0
D6.7N1T70	K00154	6
D6.7N1T70	K00156	6
D6.7N2T70	K00001	158
D6.7N2T70	K00002	28
D6.7N2T70	K00003	643
D6.7N2T70	K00004	1
D6.7N2T70	K00005	23
D6.7N2T70	K00007	0
D6.7N2T70	K00008	230
D6.7N2T70	K00009	25
D6.7N2T70	K00010	188
D6.7N2T70	K00012	4507
D6.7N2T70	K00013	946
D6.7N2T70	K00014	815
D6.7N2T70	K00015	14
D6.7N2T70	K00016	166
D6.7N2T70	K00018	662
D6.7N2T70	K00019	3
D6.7N2T70	K00020	25
D6.7N2T70	K00021	0
D6.7N2T70	K00023	0
D6.7N2T70	K00024	3513
D6.7N2T70	K00027	232
D6.7N2T70	K00029	3632
D6.7N2T70	K00030	21
D6.7N2T70	K00031	311
D6.7N2T70	K00032	0
D6.7N2T70	K00033	98
D6.7N2T70	K00034	0
D6.7N2T70	K00036	76
D6.7N2T70	K00038	1
D6.7N2T70	K00039	0
D6.7N2T70	K00040	175
D6.7N2T70	K00041	1217
D6.7N2T70	K00042	5
D6.7N2T70	K00043	0
D6.7N2T70	K00045	344
